Species,phylo,climb2,climb,MANUS,SMI,BI,HRI,HEB,OLI,URI,CI,FRI,GI,FEB,TRI,TSI,PES,IM,SI,Catalog_number,Total_length,Tail_length,TAIL
Rhynchomys_soricoides,Rhynchomys_soricoides,0,0,0.51292517,0.488352028,1.153149267,0.088006903,0.315789474,0.170834801,0.047551955,1.213637694,0.076382792,0.082528534,0.188176763,0.047745358,0.282131661,0.387898089,0.681782126,0.868599034,198886,333,135,0.4054054
Rhynchomys_soricoides,Rhynchomys_soricoides,0,0,0.518776078,0.476873265,1.178075856,0.084181314,0.332562442,0.167098926,0.055205632,1.213710975,0.079497908,0.086578693,0.207273898,0.055688146,0.309466985,0.380982368,0.706746147,0.842871486,193980,328,143,0.4359756
Rhynchomys_soricoides,Rhynchomys_soricoides,0,0,0.519817073,0.494268078,1.168871252,0.087742504,0.316137566,0.169777459,0.056353195,1.15315835,0.074415922,0.083645803,0.175656187,0.048274137,0.311655828,0.352976914,0.677026122,0.835310219,214423,329,137,0.4164134
Rhynchomys_soricoides,Rhynchomys_soricoides,0,0,0.524017467,0.523003472,1.161024306,0.094618056,0.314670139,0.155586987,0.052687412,1.1876101,0.089547857,0.076042278,0.196711685,0.052657602,0.30407911,0.36474359,0.688766609,0.864179818,198884,343,147,0.4285714
Rhynchomys_soricoides,Rhynchomys_soricoides,0,0,0.525,0.465435809,1.078574495,0.090167454,0.306569343,0.176072235,0.061324304,1.1608144,0.073473001,0.07081735,0.182059605,0.050584647,0.339603457,0.36686009,0.681005053,0.870117647,170980,345,153,0.4434783
Rhynchomys_soricoides,Rhynchomys_soricoides,0,0,0.565217391,0.501437372,1.119507187,0.089117043,0.30349076,0.16972636,0.054728091,1.214165733,0.064949608,0.096864502,0.190369541,0.043809085,0.301590961,0.368728121,0.672904286,0.803212851,198883,364,145,0.3983516
Rhynchomys_soricoides,Rhynchomys_soricoides,0,0,0.593040847,0.500206186,1.113402062,0.087010309,0.301030928,0.168253968,0.048677249,1.176824034,0.078397711,0.104434907,0.187124464,0.04595186,0.294918551,0.328606658,0.691377497,0.830584039,198887,344,145,0.4215116
Soricomys_kalinga,Soricomys_kalinga,0.17,0.17,0.683510638,0.434169279,0.996865204,0.074451411,0.287617555,0.177959792,0.043186895,1.390773406,0.084803256,0.061058345,0.212347354,0.047804878,0.295121951,0.455214724,0.743189557,0.645283019,170965,187,88,0.4705882
Soricomys_kalinga,Soricomys_kalinga,0.17,0.17,0.722666667,0.458750964,0.98997687,0.068619892,0.290670779,0.171387073,0.050108932,1.382642998,0.071663379,0.067718606,0.191978961,0.043747028,0.330955777,0.460541814,0.73785872,0.661682243,170967,195,96,0.4923077
Soricomys_kalinga,Soricomys_kalinga,0.17,0.17,0.750677507,0.431906615,1.014007782,0.085603113,0.301167315,0.178909091,0.041454545,1.340782123,0.08069522,0.052762259,0.198634389,0.044907407,0.359722222,0.509569378,0.705383187,0.665738162,175720,200,92,0.46
Soricomys_montanus,Soricomys_montanus,0.27,0.27,0.702564103,0.456968774,1.017517136,0.083015994,0.287128713,0.184417441,0.035739814,1.344993969,0.072376357,0.051266586,0.187575392,0.04529148,0.332735426,0.44431946,0.697530864,0.639175258,188449,199,98,0.4924623
